Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate
Polaris Logistics Group,1,14.0,1,1,1,1,0.0
Polished Automotive Detailing,1,55.0,1,1,1,1,0.0
"Pope Financial Planning, LLC",1,20.59,1,1,1,1,0.0
Porta Kleen,2,16.0,1,1,2,2,0.0
Ports petroleum,1,12.0,1,1,1,1,0.0
Possehl Erzkontor N.A. Inc,1,16.0,1,1,1,1,0.0
Possip,3,16.0,3,2,3,2,0.0
Powell Industries,1,15.0,1,1,1,1,0.0
Power Promotions,1,4.72,1,1,1,1,0.0
PowerAuctions,1,30.0,1,1,1,1,0.0
Powers Agency,2,11.5,2,1,1,1,0.0
Prasco,6,20.0,3,1,5,2,0.0
"Pratt & Whitney, a Raytheon Technologies Company (RTX)",1,20.0,1,1,1,1,0.0
Pratt Industries USA,1,18.0,1,1,1,1,0.0
Precision 1,1,17.0,1,1,1,1,0.0
Precision Castparts Corp,2,19.0,2,1,2,2,0.0
Premier,1,17.0,1,1,1,1,0.0
Premier Insurance Services,1,18.0,1,1,1,1,0.0
Premier Office Movers,1,15.0,1,1,1,1,0.0
Premier Senior Insurance Services,2,17.5,1,1,2,2,0.0
Premier Solutions,1,16.0,1,1,1,1,0.0
Premire Pool and Spa,1,15.0,1,1,1,1,0.0
Prep Baseball Report,1,13.0,1,1,1,1,0.0
Price Hill Will,1,12.88,1,1,1,1,0.0
PricewaterhouseCoopers (PwC),28,24.244642857142857,7,1,6,3,0.0
Primavista,1,13.0,1,1,1,1,0.0
Primerica,2,12.665,1,2,2,2,0.0
Primerica Financial Services,2,17.0,1,2,2,1,0.0
Princess and Buck,1,17.0,1,1,1,1,0.0
Principal Global Investors,1,16.0,1,1,1,1,0.0
Pro Football Focus,1,8.5,1,1,1,1,0.0
ProKids,1,12.88,1,1,1,1,0.0
Procter & Gamble (P&G),64,18.56609375,16,1,6,3,0.0
Procter and Gamble,3,20.486666666666665,1,1,3,2,0.0
Prodigy,1,15.5,1,1,1,1,0.0
Proformex,1,18.0,1,1,1,1,0.0
"Projetech, Inc",5,16.0,3,1,2,3,0.0
Promowest Pavilion at Ovation,1,15.0,1,1,1,1,0.0
Proscan Imaging,1,15.0,1,1,1,1,0.0
Prosource,1,17.0,1,1,1,1,0.0
Protective Insurance,1,13.0,1,1,1,1,0.0
Protective Life Insurance Company,6,17.833333333333332,5,1,3,1,0.0
Protiviti,4,22.5,3,1,3,1,0.0
Prudential Advisors,1,10.0,1,1,1,1,0.0
Prus Construction,1,17.0,1,1,1,1,0.0
Prysmian Group,2,18.0,2,1,2,2,0.0
Publicis Media,1,16.0,1,1,1,1,0.0
Pure Romance,3,18.0,1,1,2,3,0.0
Pure Storage,1,28.85,1,1,1,1,0.0
PwC,5,29.45,3,1,3,2,0.0
PwC India,1,17.0,1,1,1,1,0.0
Pymarid Global Hospatility,1,17.0,1,1,1,1,0.0
Quality Switch Inc,1,18.0,1,1,1,1,0.0
Quicken Loans,1,13.0,1,1,1,1,0.0
Quipt Home Medical,1,16.0,1,1,1,1,0.0
Quotient Technology,2,15.0,2,1,2,1,0.0
"Quotient Technology, Inc",1,15.0,1,1,1,1,0.0
R.A jones,1,21.0,1,1,1,1,0.0
R.L. Steele & Co,1,10.0,1,1,1,1,0.0
RA Jones,1,21.0,1,1,1,1,0.0
RBC Wealth Management,1,20.0,1,1,1,1,0.0
RBI Solar,1,15.0,1,1,1,1,0.0
RC Capital,9,16.11111111111111,2,1,4,3,0.0
RE/MAX United Associates,1,15.0,1,1,1,1,0.0
REACH Alert,1,12.5,1,1,1,1,0.0
RH Aero,1,22.0,1,1,1,1,0.0
RH aero,1,22.0,1,1,1,1,0.0
RHM Real Estate Group,1,17.0,1,1,1,1,0.0
RIND Snacks,1,17.0,1,1,1,1,0.0
"RJN Group, Inc",2,18.25,1,1,2,2,0.0
RKCA,5,16.14,2,1,4,3,0.0
RKCA Capital Advisors,1,15.0,1,1,1,1,0.0
RKCA Investment Bank,2,9.78,2,1,2,1,0.0
RKCA Investment Banking,7,12.517142857142858,1,1,3,2,0.0
"RKCA, Inc",2,16.05,2,1,2,1,0.0
ROI Experts,1,17.0,1,1,1,1,0.0
ROInsights,8,16.4375,3,2,3,3,0.0
RPI Graphic Data Solutions,1,17.0,1,1,1,1,0.0
"RPT Realty, Inc",1,17.0,1,1,1,1,0.0
RRD,1,16.0,1,1,1,1,0.0
RRight Now Communications,1,17.0,1,1,1,1,0.0
RSM,8,26.78125,4,1,5,2,0.0
RSM US LLP,20,24.125,6,1,6,2,0.0
"RTM Consulting, Inc",1,15.0,1,1,1,1,0.0
RTS,3,13.0,2,2,2,1,0.0
RTS Logistics,1,14.0,1,1,1,1,0.0
RWI Logistics LLC - A Castellini Group Company,41,15.21951219512195,10,1,7,3,0.0
Radial Inc,1,17.0,1,1,1,1,0.0
Radius,1,12.5,1,1,1,1,0.0
Radius Global,1,16.0,1,1,1,1,0.0
Radius Global Market Research,4,17.0,1,2,3,3,0.0
Radius Global Marketing,1,15.0,1,1,1,1,0.0
Radius Inisghts,1,20.0,1,1,1,1,0.0
Radius Insights,4,17.75,4,1,2,3,0.0
Rage Electric,1,17.25,1,1,1,1,0.0
Rangam,1,17.0,1,1,1,1,0.0
Rapid Mortgage Company,1,20.59,1,1,1,1,0.0
Rapid Title Inc,1,17.0,1,1,1,1,0.0
Raymond James,3,14.0,1,1,2,1,0.0
Raymond James & Associates,1,175.0,1,1,1,1,0.0
Raytheon Technologies,1,22.0,1,1,1,1,0.0
Real Estate & Energy Partners,1,17.0,1,1,1,1,0.0
Red Fern Advisor's and CPA's,1,15.0,1,1,1,1,0.0
"Red Gold Tomatoes, Inc",1,17.0,1,1,1,1,0.0
Red Hat,1,25.0,1,1,1,1,0.0
Red Ventures,1,31.25,1,1,1,1,0.0
RedLine Athletics,1,12.0,1,1,1,1,0.0
Refinery Ventures,7,16.0,4,1,3,3,0.0
Regal Logistics,1,30.0,1,1,1,1,0.0
Regal Rexnord Corporation,1,18.0,1,1,1,1,0.0
Reisenberg & Associates Inc,4,19.0,2,2,3,3,0.0
RelaDyne,1,15.0,1,1,1,1,0.0
Reli Energy Solutions,2,24.0,1,1,2,2,0.0
Reliable Transportation Solutions,84,14.912738095238096,13,2,6,3,0.0
Reliant Bank,1,15.0,1,1,1,1,0.0
Renee Grace Bridal,1,10.0,1,1,1,1,0.0
Research America,1,15.0,1,1,1,1,0.0
"Research America, Inc",5,15.4,1,1,3,3,0.0
Research Securities & Conflict of Interest Department,4,17.0,1,1,2,3,0.0
Residence Education Development,1,17.0,1,1,1,1,0.0
Resonetics LLC,1,17.0,1,1,1,1,0.0
Respawn Cleaning,1,6.67,1,1,1,1,0.0
RetireMed,1,18.0,1,1,1,1,0.0
RevDau,1,17.0,1,1,1,1,0.0
Revlectic,1,36.67,1,1,1,1,0.0
Revletic,1,30.0,1,1,1,1,0.0
Reynolds American Inc,1,21.0,1,1,1,1,0.0
Reynolds and Reynolds,4,16.0,1,1,2,2,0.0
Rhinestahl,1,18.0,1,1,1,1,0.0
Rhinestahl CTS,1,19.0,1,1,1,1,0.0
Rhinestahl Corporation,29,18.724137931034484,10,1,7,4,0.0
Richards Industrials,1,17.0,1,1,1,1,0.0
Richwood Bank,2,12.18,1,2,2,1,0.0
Ricondo & Associates,1,18.0,1,1,1,1,0.0
Riley Decker Companies,3,15.0,1,1,2,3,0.0
Ripple Junction,1,17.0,1,1,1,1,0.0
Ripple Junction Design Company,3,13.666666666666666,3,1,2,2,0.0
RiskSOURCE Clark Theders,2,22.0,1,1,2,2,0.0
RiskVersity,2,16.0,2,1,2,1,0.0
Rite Rug,1,12.0,1,1,1,1,0.0
River Cities Capital,1,15.0,1,1,1,1,0.0
River Cities Capital Fund,1,17.0,1,1,1,1,0.0
River Cities Capital Funds,2,15.5,1,1,1,2,0.0
River Hills Consulting Services LLC,2,15.5,1,1,2,2,0.0
Rivercenter Marketing,1,40.0,1,1,1,1,0.0
Rivertown Strategies,2,16.5,1,1,2,2,0.0
Robert Bosch,7,16.571428571428573,2,2,4,3,0.0
Robert Bosch Automotive Steering LLC,6,18.083333333333332,6,1,4,3,0.0
"Robert Bosch Automotive Steering, LLC",1,17.0,1,1,1,1,0.0
"Robert E. Carroll, CPA",1,20.0,1,1,1,1,0.0
RobforOhio,1,62.5,1,1,1,1,0.0
Rock Hall,1,17.0,1,1,1,1,0.0
Rocket Mortgage,2,17.0,2,1,2,1,0.0
Rockwell Automation,2,20.0,1,1,2,1,0.0
Roebling Capital Partners,8,15.875,1,1,5,3,0.0
Rolfes & Swisher CPAs,1,15.0,1,1,1,1,0.0
"Rolled Alloys, Inc",1,18.0,1,1,1,1,0.0
Rolls-Royce,1,20.0,1,1,1,1,0.0
Ronald McDonald House Charities of Greater Cincinnati,2,15.5,1,1,2,2,0.0
Ross Dress for Less,1,17.3,1,1,1,1,0.0
Rosselot Financial Advisors,1,17.0,1,1,1,1,0.0
Rosselot Financial Group,6,15.278333333333334,1,1,5,2,0.0
Roth Real Estate Group,1,10.0,1,1,1,1,0.0
Rough Brothers,3,16.0,2,1,2,2,0.0
"Rudler, PSC",1,19.0,1,1,1,1,0.0
Rudolph Libbe Group,1,18.0,1,1,1,1,0.0
Rudolph Libbe Inc,1,18.0,1,1,1,1,0.0
Ruffolo Noel-Levitz,1,9.15,1,1,1,1,0.0
Ruhr Fellowship,1,17.0,1,1,1,1,0.0
"Rumpke Restoration, Inc",1,14.0,1,1,1,1,0.0
Russell Total Wealth Management,1,13.0,1,1,1,1,0.0
Rustic Pathways Foundation,1,17.0,1,1,1,1,0.0
RxBenefits,1,12.0,1,1,1,1,0.0
S Cohen Insurance,1,17.0,1,1,1,1,0.0
SCREENEZE,12,15.333333333333334,1,2,5,2,0.0
SEO Natural Enterprises - Backroad Wellness,1,20.0,1,1,1,1,0.0
SHP Leading Design,1,17.0,1,1,1,1,0.0
SLK America,1,18.0,1,1,1,1,0.0
SND Manufacturing,1,10.0,1,1,1,1,0.0
SORTA/Metro,2,18.0,1,1,1,2,0.0
SOTANEXT,1,17.0,1,1,1,1,0.0
SRS Distribution,5,16.634,3,2,2,2,0.0
SRS Distribution Inc,3,16.666666666666668,2,1,2,2,0.0
SRS Distribution Inc. Willoughby Supply,1,16.0,1,1,1,1,0.0
SS&C Technologies,1,15.0,1,1,1,1,0.0
"SSECO Solutions (Service Station Equipment Co., Inc.)",1,14.0,1,1,1,1,0.0
STAC Enterprises LLC,1,18.0,1,1,1,1,0.0
STACK Construction Technologies,1,18.0,1,1,1,1,0.0
STERIS,1,16.0,1,1,1,1,0.0
STNL Development,1,17.0,1,1,1,1,0.0
Saatchi & Saatchi X,2,15.5,1,1,1,1,0.0
Safe Places for Women,1,12.88,1,1,1,1,0.0
Safety-Kleen Systems Inc. A Clean Harbors Company,1,15.0,1,1,1,1,0.0
Safeware,1,10.0,1,1,1,1,0.0
Safran Landing Systems,3,18.666666666666668,2,1,1,2,0.0
Safran Landing Systems Wheel & Brake Services,1,20.0,1,1,1,1,0.0
SageSure,1,17.0,1,1,1,1,0.0
SageSure Insurance Managers,2,18.0,2,1,2,1,0.0
Sailfish Marketing,1,50.0,1,1,1,1,0.0
Saint John Institute,1,12.88,1,1,1,1,0.0
SalesCORE LLC,1,20.0,1,1,1,1,0.0
Salesforce,1,18.0,1,1,1,1,0.0
Salvagnini,1,13.0,1,1,1,1,0.0
Samantha McMahon,1,17.0,1,1,1,1,0.0
Samara Capital,1,17.0,1,1,1,1,0.0
Same Plate,1,12.5,1,1,1,1,0.0
Samtec,1,20.0,1,1,1,1,0.0
San Diego of the Midwest,1,10.0,1,1,1,1,0.0
Sana Biotechnology,1,22.0,1,1,1,1,0.0
Sand Ridge Golf Club,1,17.0,1,1,1,1,0.0
Sands Capital Management,1,16.0,1,1,1,1,0.0
Santa Maria Community Services,2,11.440000000000001,1,1,1,1,0.0
Santander US,1,20.59,1,1,1,1,0.0
"Santen & Hughes, LPE",1,10.83,1,1,1,1,0.0
Savage & Associates,1,17.0,1,1,1,1,0.0
Sazerac Company,1,18.0,1,1,1,1,0.0
"Sbarro, LLC",1,15.0,1,1,1,1,0.0
Scaled Up Marketing,1,12.0,1,1,1,1,0.0
Schindler Elevator Corporation,1,15.0,1,1,1,1,0.0
Schlumberger,1,20.67,1,1,1,1,0.0
"Schneider Downs & Co., Inc",2,23.0,1,1,2,2,0.0
Schneider Electric,4,18.875,3,1,4,3,0.0
Schnider Electric,1,17.0,1,1,1,1,0.0
School Apps USA,1,13.0,1,1,1,1,0.0
School Outfitters,2,16.75,2,1,2,1,0.0
Schuh & Goldberg LLP,1,22.0,1,1,1,1,0.0
Scopely,1,25.0,1,1,1,1,0.0
Scott Fetzer Consumer Brands,4,15.0,3,1,2,3,0.0
Scott Industrial Systems,1,15.0,1,1,1,1,0.0
Scott Reising Jewelers,2,10.5,1,1,1,1,0.0
Scott's Miracle-Gro,1,18.5,1,1,1,1,0.0
ScrogginsGrear,1,16.0,1,1,1,1,0.0
Seamless.AI,1,18.0,1,1,1,1,0.0
Seek Company,1,15.0,1,1,1,1,0.0
Select Strategies Realty,1,20.0,1,1,1,1,0.0
Selective Search LLC,1,15.4,1,1,1,1,0.0
Self Employed,1,83.33,1,1,1,1,0.0
Self Storage Management Co,1,15.0,1,1,1,1,0.0
Semler Brossy Consulting Group,1,35.0,1,1,1,1,0.0
Senneca Holdings,2,16.0,2,1,2,2,0.0
SentriLock,1,17.0,1,1,1,1,0.0
Seritage Growth Properties,2,15.0,1,1,2,2,0.0
ServiceMaster Restoration & Cleaning,1,14.0,1,1,1,1,0.0
ServiceNow,2,29.825,1,1,2,1,0.0
Sevan Multi-Site Solutions,5,16.2,2,1,2,3,0.0
Sharefax Credit Union,1,15.0,1,1,1,1,0.0
Sharp Leadership Development,3,15.666666666666666,2,1,1,2,0.0
Shazpha Technologies Pvt,1,20.0,1,1,1,1,0.0
Sheldon Reder CPAs,17,17.0,2,1,2,1,0.0
Shell,1,6.5,1,1,1,1,0.0
Shell Oil Company,1,7.0,1,1,1,1,0.0
Sherwin Williams,3,14.333333333333334,1,1,2,1,0.0
Sherwin-Williams,2,15.15,2,2,2,1,0.0
Sherwin-Williams Company,10,13.617,5,1,3,1,0.0
Shook Construction Co,1,16.0,1,1,1,1,0.0
Shopee Singapore,1,47.5,1,1,1,1,0.0
Shores & Islands Ohio,1,14.0,1,1,1,1,0.0
"Shurtape Technologies, LLC",1,18.0,1,1,1,1,0.0
Siemens,19,20.763157894736842,7,2,5,3,0.0
Siemens DI Software,2,21.5,1,1,1,2,0.0
Siemens Digital Industries Software,15,20.6,6,2,5,3,0.0
Siemens Healthineers,1,15.5,1,1,1,1,0.0
Siemens Industry Software Inc,2,18.5,2,1,2,2,0.0
Siemens PLM,2,20.75,2,1,1,1,0.0
Siemens PLM Software,1,17.5,1,1,1,1,0.0
Signal Security,1,17.5,1,1,1,1,0.0
Signature Hardware,1,18.0,1,1,1,1,0.0
Sihl Inc,1,17.0,1,1,1,1,0.0
Silicon Valley Bank-Capital,1,20.0,1,1,1,1,0.0
Simon Kucher,1,17.0,1,1,1,1,0.0
Simon Says Stamp,1,17.0,1,1,1,1,0.0
SimpTech Solutions,1,13.0,1,1,1,1,0.0
Sinclair Broadcast Group,1,15.0,1,1,1,1,0.0
SiriusXM,1,15.0,1,1,1,1,0.0
SiriusXM + Pandora,1,15.0,1,1,1,1,0.0
"SiteWorx, LLC",2,16.0,1,1,1,2,0.0
Six Flags Entertainment Corporation,2,17.0,2,1,1,1,0.0
Sizemore & Company,1,17.0,1,1,1,1,0.0
Sizemore & Company LLC,3,15.333333333333334,2,1,3,2,0.0
Sizemore and Company,1,17.0,1,1,1,1,0.0
"Skanska USA, Inc",1,16.0,1,1,1,1,0.0
Skyepack,1,11.5,1,1,1,1,0.0
Skylight Financial Group,1,12.5,1,1,1,1,0.0
SlateUp Inc,1,10.0,1,1,1,1,0.0
Smearcase Frozen Cottage Cheese,1,17.0,1,1,1,1,0.0
Snow Commerce,2,15.0,1,1,2,2,0.0
Snowie Cincinnati,1,18.0,1,1,1,1,0.0
Soccer City,1,15.0,1,1,1,1,0.0
"Soccer Village, Inc",1,17.3,1,1,1,1,0.0
Sodexo,4,16.0,2,1,2,2,0.0
Solar Pros,2,20.71,2,1,1,1,0.0
Solar Tint and ST Graphics,1,15.0,1,1,1,1,0.0
Sole Revival,1,12.0,1,1,1,1,0.0
Soles4Souls,2,13.940000000000001,1,1,2,2,0.0
Somerville & Co,1,15.0,1,1,1,1,0.0
South Bend Woodworks LLC,1,15.0,1,1,1,1,0.0
Southern Ohio Pizza INC,1,17.0,1,1,1,1,0.0
Southwest Airlines,3,16.0,3,1,2,1,0.0
SpaceX,1,21.0,1,1,1,1,0.0
Spectrum,1,17.5,1,1,1,1,0.0
Speedway LLC,2,14.125,2,1,1,1,0.0
"Speedway, LLC",3,14.5,2,1,2,2,0.0
Spherion Staffing,2,16.2,1,2,2,2,0.0
Spirit Consulting,1,21.0,1,1,1,1,0.0
Sports Force Parks at Cedar Point Sports Center,1,6.25,1,1,1,1,0.0
Sports Info Solutions,1,7.75,1,1,1,1,0.0
Sprints Athletic Apparel,1,16.0,1,1,1,1,0.0
St Henry tile Co,1,16.0,1,1,1,1,0.0
St. Bernard Soap Company,2,20.0,1,1,1,2,0.0
St. Xavier High School,2,12.25,1,1,2,2,0.0
Staffing Consultant,1,15.0,1,1,1,1,0.0
Stage Door Studios,1,12.5,1,1,1,1,0.0
Stand Energy,2,15.0,1,1,1,2,0.0
Standard Textile,5,15.8,3,1,1,2,0.0
StandardAero,1,20.0,1,1,1,1,0.0
Standex Electronics,1,16.5,1,1,1,1,0.0
Start Something Bold,3,17.166666666666668,1,1,2,3,0.0
State Farm,13,15.961538461538462,5,2,6,3,0.0
State Farm - Ashlee Kennedy Agency,2,14.75,1,1,2,2,0.0
State Farm - Mike Dailey Agency,1,14.0,1,1,1,1,0.0
State Farm Enterprise Technology,1,28.0,1,1,1,1,0.0
State Farm Insurance,2,13.5,2,2,2,2,0.0
State Farm Insurance - Virgil Lovitt,1,15.0,1,1,1,1,0.0
State Farm Insurance / Mike Dailey Agency,2,14.0,2,1,2,2,0.0
State Farm Insurance Companies,2,16.5,2,1,2,2,0.0
State Farm- mark miklautsch,1,13.0,1,1,1,1,0.0
State of Ohio,1,16.0,1,1,1,1,0.0
Steiden Law Offices,1,17.0,1,1,1,1,0.0
Steinberg Talent Management,1,17.0,1,1,1,1,0.0
"Steinhauser, Inc",2,17.0,1,1,2,2,0.0
Sterling Transitions,1,10.0,1,1,1,1,0.0
Stifel,2,92.335,2,1,2,1,0.0
Stomp City Blitz,2,10.0,1,1,1,2,0.0
Stonewood Products,1,16.0,1,1,1,1,0.0
Storopack,1,18.5,1,1,1,1,0.0
"Stout Risius Ross, LLC",1,17.0,1,1,1,1,0.0
Strategic Insurance Software,1,12.0,1,1,1,1,0.0
Strategic Wealth Partners,1,16.0,1,1,1,1,0.0
Stryker,2,19.0,2,1,2,1,0.0
Student Painters,6,19.0,5,3,3,1,0.0
Stumps Lanes Westside Bowling,1,17.0,1,1,1,1,0.0
Stumps Westside Bowling,1,17.0,1,1,1,1,0.0
Sugar Creek Brandworthy Food Solutions,1,15.0,1,1,1,1,0.0
SugarCreek,1,15.0,1,1,1,1,0.0
SugarCreek Packing CO,1,17.0,1,1,1,1,0.0
Summit Financial Group,1,4.37,1,1,1,1,0.0
Summit Financial Strategies,2,15.5,1,1,2,1,0.0
Sun Communities,2,13.0,1,1,2,1,0.0
Sun Communities- Camp Jellystone,2,14.0,1,1,1,2,0.0
Sunchodesa,1,8.0,1,1,1,1,0.0
Sundance Property Management LLC,1,15.0,1,1,1,1,0.0
"Superior Credit Union, Inc",1,15.0,1,1,1,1,0.0
SureImpact,1,20.0,1,1,1,1,0.0
Sureimpact,1,20.0,1,1,1,1,0.0
Surge Staffing,1,20.0,1,1,1,1,0.0
Surgere,1,17.0,1,1,1,1,0.0
Surreal Entertainment,1,15.0,1,1,1,1,0.0
Swagelok Company,2,18.5,2,1,2,1,0.0
Sweet Dahlia Vintage,1,35.0,1,1,1,1,0.0
Sweet Dahlia Vintage / Pixel 19,1,17.0,1,1,1,1,0.0
Swisslog,1,16.0,1,1,0,1,0.0
Sydney Uni Sport & Fitness,1,17.0,1,1,1,1,0.0
Symmetry Systems,1,20.0,1,1,1,1,0.0
Syncom Space Services,1,16.0,1,1,1,1,0.0
T Marzetti,1,17.0,1,1,1,1,0.0
TCP Lighting,1,18.0,1,1,1,1,0.0
"TECH-Nique, Inc",1,17.0,1,1,1,1,0.0
TEMPOE,2,16.0,2,1,1,1,0.0
TENTE,1,18.0,1,1,1,1,0.0
THE CONNELL GROUP,1,17.5,1,1,1,1,0.0
"THOR Investment Management, Inc",4,14.5,1,1,2,3,0.0
"THOR Wealth Management, Inc",4,15.25,2,1,3,2,0.0
THP Limited,1,18.5,1,1,1,1,0.0
TJX,3,18.0,2,1,3,2,0.0
TJX Companies,34,18.670588235294115,9,2,4,4,0.0
TJX Companies (WFU Only),1,17.3,1,1,1,1,0.0
TMTS,1,17.0,1,1,1,1,0.0
TMap,1,10.0,1,1,1,1,0.0
TNT Fireworks,1,14.0,1,1,1,1,0.0
TOYOTA,27,24.16148148148148,10,2,5,3,0.0
TP4,1,17.0,1,1,1,1,0.0
TP4 Advisors,1,20.59,1,1,1,1,0.0
TPC Packaging Solutions,1,15.5,1,1,1,1,0.0
TQL (Total Quality Logistics),22,17.469545454545454,7,1,5,3,0.0
TREW Automation,1,17.0,1,1,1,1,0.0
TRG International,1,18.0,1,1,1,1,0.0
TRIO Commercial Property Group,1,17.0,1,1,1,1,0.0
TRN Staffing - The Reserves Network,2,15.0,1,1,1,2,0.0
TSC Apparel,3,11.333333333333334,2,1,2,3,0.0
TSS Truck Service,1,17.0,1,1,1,1,0.0
TTR Shipping,1,15.0,1,1,1,1,0.0
TXJ,1,33.33,1,1,1,1,0.0
"Takatsu Manufacturing North America, Inc",1,40.0,1,1,1,1,0.0
Takeda Pharmaceuticals,1,22.0,1,1,1,1,0.0
Talent Ally,1,17.0,1,1,1,1,0.0
TanCo Consulting and Trading Joint Stock Company (TanCo JSC.),1,17.0,1,1,1,1,0.0
Target,8,16.7375,6,2,3,4,0.0
Targeted Victory,1,16.0,1,1,1,1,0.0
Taros Chemicals GmbH & Co. KG,1,30.71,1,1,1,1,0.0
Tata Consultancy Services,5,19.2,4,1,2,2,0.0
Taylor Hyundai of Perrysburg,1,10.0,1,1,1,1,0.0
Taylor and Pond,1,15.0,1,1,1,1,0.0
Tecstone Granite,1,17.0,1,1,1,1,0.0
Tekion,1,75.0,1,1,1,1,0.0
Tele-Vac Environmental,2,17.0,1,1,2,2,0.0
Telluride Real Estate Corp,1,15.0,1,1,1,1,0.0
Teron Lighting,1,18.0,1,1,1,1,0.0
Terry & Associates CPA,1,17.0,1,1,1,1,0.0
"Terry & Associates, CPA",4,21.0,3,1,3,3,0.0
Terry and Associates,3,17.666666666666668,1,1,2,3,0.0
Terry and Associates CPA,1,17.0,1,1,1,1,0.0
Tesla,4,21.5,3,1,4,2,0.0
Tesouro,3,17.0,1,1,2,2,0.0
"Tesouro HQ, Inc",1,22.0,1,1,1,1,0.0
Tetra Pak,1,18.0,1,1,1,1,0.0
Texas Roadhouse,1,18.25,1,1,1,1,0.0
The AZEK Company,1,18.0,1,1,1,1,0.0
The Andersons Inc,1,20.0,1,1,1,1,0.0
The Antiochian Village,3,17.0,1,1,1,3,0.0
The Archer Daniels Midland Company,2,17.0,1,1,2,1,0.0
The Armor Group,10,16.6,6,2,3,3,0.0
"The Armored Group, LLC",1,16.0,1,1,1,1,0.0
The Bagelry,1,18.25,1,1,1,1,0.0
The Bath State Bank,1,17.5,1,1,1,1,0.0
The Boeing Company,3,21.026666666666667,3,1,3,1,0.0
The Brand Evaluator,1,12.5,1,1,1,1,0.0
The Buckle Inc,2,11.0,1,1,2,2,0.0
The Christ Hospital Health Network,4,16.875,3,1,3,2,0.0
The Christ Hospital Helath Network,2,16.0,1,1,2,2,0.0
The Cincinnati Insurance Companies,71,16.830985915492956,13,2,7,3,0.0
The Cindy Shetterly Team of Keller Williams,1,12.0,1,1,1,1,0.0
The Coca-Cola Company,1,10.0,1,1,1,1,0.0
The Columbus Team,1,17.0,1,1,1,1,0.0
The Connell Group,1,5.33,1,1,1,1,0.0
The Cookie Jar,1,17.3,1,1,1,1,0.0
The David J. Joseph Company,2,16.5,2,2,2,1,0.0
The David J. Joseph Company (DJJ),5,16.8,3,1,2,3,0.0
The Deacon,1,14.75,1,1,1,1,0.0
The Droza Group,1,17.0,1,1,1,1,0.0
The E.W. Scripps Company,4,15.0,2,1,2,1,0.0
The Evelo|Singer|Sullivan|Bruegge Group,2,19.5,1,1,1,2,0.0
The Fischer Group,2,18.0,2,1,2,1,0.0
The Funnel Cake Tree,1,15.0,1,1,1,1,0.0
The Garage Group,2,13.0,1,1,1,2,0.0
The Goering Center,1,12.75,1,1,1,1,0.0
The Greentree Group,1,15.0,1,1,1,1,0.0
The Hanover Insurance Group,1,20.0,1,1,1,1,0.0
The Health Collaborative,6,14.945,3,1,2,3,0.0
The Hershey Company,13,19.923076923076923,4,1,5,3,0.0
The Hillman Group,15,17.4,5,1,6,3,0.0
The Home Depot,2,17.15,2,1,2,1,0.0
The Joint Stock Commercial Bank for Investment and Development of Vietnam (BIDV),2,15.0,1,1,2,2,0.0
The Kroger Co,27,16.925925925925927,9,2,5,3,0.037037037037037035
The Kroger Co. - Cincinnati,1,17.0,1,1,1,1,0.0
The Kroger Company,22,16.32318181818182,7,2,3,3,0.0
The Learning Commons,2,9.375,1,1,2,1,0.0
The Little Tikes Company,1,16.0,1,1,1,1,0.0
The Loring Group,1,12.0,1,1,1,1,0.0
The Lyon Group,1,17.0,1,1,1,1,0.0
The MJ Companies,1,18.0,1,1,1,1,0.0
The Marketing Pack,1,17.0,1,1,1,1,0.0
The Model Group,3,16.333333333333332,2,1,2,2,0.0
The Montrose Group,1,17.0,1,1,1,1,0.0
The Motiv App,1,17.0,1,1,1,1,0.0
The Motz Group,17,14.539411764705884,9,1,5,3,0.0
The Nielsen Company,2,18.4,2,1,1,1,0.0
The Normandy Group,1,17.0,1,1,1,1,0.0
The Office of Senator Bernie Moreno,1,17.0,1,1,1,1,0.0
The Ohio Department of Taxation,4,20.83,2,1,3,1,0.0
The Paddle Shack,1,15.0,1,1,1,1,0.0
The Pitch Cincinnati,1,17.0,1,1,1,1,0.0
The Port of Greater Cincinnati Development Authority,1,17.0,1,1,1,1,0.0
The Premier Resources Group,1,14.0,1,1,1,1,0.0
The Records Company,1,14.0,1,1,1,1,0.0
The Reky Group,1,18.0,1,1,1,1,0.0
The Reserves Network,1,17.0,1,1,1,1,0.0
The Retail Odyssey,1,18.0,1,1,1,1,0.0
The Ridge Ohio,1,17.0,1,1,1,1,0.0
The Ruhlin Company,1,16.0,1,1,1,1,0.0
The Scotts Miracle-Gro Company,6,17.666666666666668,2,2,3,3,0.16666666666666666
The Shepherd Chemical Company,6,18.165000000000003,2,1,2,3,0.0
The Shepherd Color Company,6,19.951666666666664,3,2,2,3,0.0
The Shepherd Material Science Company,3,19.849999999999998,1,1,3,2,0.0
"The TJX Companies, Inc.: Student & Early In Career Programs",5,18.78,3,1,3,2,0.0
The Timken Company,1,18.25,1,1,1,1,0.0
The Toggery Resale Boutique,1,14.0,1,1,1,1,0.0
The Union Bank Company,1,15.0,1,1,1,1,0.0
The United States Playing Card Company,1,18.0,1,1,1,1,0.0
The University of Cincinnati Campus Recreation Center,1,11.15,1,1,1,1,0.0
