Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate,Cluster_Tier,Tier_Name
Brighton Tru- Edge,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brighton Tru-Edge,5,16.2,3,1,3,3,0.0,2,Core Relationship Employers
Brighton Tru-edge,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brighton TruEdge,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brighton True-Edge,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brilyn Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Brixey & Meyer, CPA",8,25.0,3,1,4,2,0.0,2,Core Relationship Employers
Brn Digital,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brown Forman,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Brown Gibbons Lang & Company,1,10.42,1,1,1,1,0.0,1,Low-Engagement Employers
Buckhorn Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Buckingham Companies,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Buckingham Inc,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Buddy Up for Life,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Buffalo Wild Wings,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
Buffalo Wings & Rings,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Builder Backed,2,19.0,1,1,2,2,0.0,2,Core Relationship Employers
Builders Design LLC,1,12.25,1,1,1,1,0.0,1,Low-Engagement Employers
Bureau of Land Management,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Burke & Schindler,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Burke Inc,2,15.0,2,1,2,2,0.0,2,Core Relationship Employers
Burke and Schindler,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Burke and Schindler LLP,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Burlington Stores,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Busch Gardens Williamsburg and Water Country USA (Williamsburg, VA)",1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Bush Truck Leasing,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Business owner,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Butler County Visitors Bureau,2,12.0,1,1,2,2,0.0,2,Core Relationship Employers
Buzzworthy Branding,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
C.H. Robinson Worldwide,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
CA Carlin,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
CAI Insurance Agency,5,17.2,3,1,2,2,0.0,2,Core Relationship Employers
CAT Equipment Co,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
CATA Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
CBIZ,2,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
CBRE,4,13.5,2,1,3,3,0.0,2,Core Relationship Employers
CBTS,2,16.5,2,1,2,1,0.0,1,Low-Engagement Employers
CBX,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"CFBank, N. A",1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
CIMx Software,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
CINCINNATI REDS,26,11.156923076923077,10,2,7,3,0.0,0,Strategic High-Volume Partners
CINTECH CONSTRUCTION,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
CLEAR Strategy,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
CME Group,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
CMT Digital Holdings LLC,1,125.0,1,1,1,1,0.0,1,Low-Engagement Employers
CSL Plasma,2,16.0,1,1,1,2,0.0,1,Low-Engagement Employers
"CTI Clinical Trial and Consulting Services, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"CTL Engineering, Inc",1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
CVS Health,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Caesar Labs,1,26.0,1,1,1,1,0.0,1,Low-Engagement Employers
Caesar Labs Inc,1,29.0,1,1,1,1,0.0,1,Low-Engagement Employers
Caitlin Rowlette,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Calhoun Construction,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Caliber Smart,3,14.126666666666667,3,1,1,1,0.0,1,Low-Engagement Employers
Callibrity,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cambridge Investment Research Inc,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cambridge investment research,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Camp Carl,1,55.0,1,1,1,1,0.0,1,Low-Engagement Employers
Camp Gallagher,1,51.75,1,1,1,1,0.0,1,Low-Engagement Employers
Campbell Soup Company,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Campbell's,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Campbells Soup Co (Pepperidge Farm, Inc.)",1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Camping and Education Foundation,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Campus Abuzz,1,25.0,1,1,1,1,1.0,3,Premium Remote / Specialized Employers
Campus Services,1,10.75,1,1,1,1,0.0,1,Low-Engagement Employers
CancerFree KIDS,2,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Canton Palace Theatre,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
Capital Markets Trading,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Capital One,3,15.0,2,1,3,1,0.0,1,Low-Engagement Employers
"Carbon Web Print, LLC",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cardinal Financial,4,11.9375,1,2,1,3,0.0,2,Core Relationship Employers
"Cardinal Financial Company, Limited Partnership",1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Cardinal Financial, LLP",4,22.5875,3,1,2,2,0.0,2,Core Relationship Employers
Cardinal Health,5,16.8,5,1,5,2,0.0,2,Core Relationship Employers
"Cardinal Health, Inc",1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
CareCentrix,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
CarePatrol of Cincinnati - SW Ohio,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
CareStar,4,15.875,3,1,3,2,0.0,2,Core Relationship Employers
Carly Eckert,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cassady Schiller CPAs & Advisors,7,23.571428571428573,1,1,3,2,0.0,2,Core Relationship Employers
Cassedy Schiller,1,24.0,1,1,1,1,0.0,1,Low-Engagement Employers
Castellini Company,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Castellini Management Company,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Catch a Fire Pizza,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Caterpillar Inc,1,22.3,1,1,1,1,0.0,1,Low-Engagement Employers
Catholic Charities Southwestern Ohio,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Cedar Fair,1,11.75,1,1,1,1,0.0,1,Low-Engagement Employers
Cedar Fair Entertainment Company,3,15.833333333333334,2,1,1,2,0.0,1,Low-Engagement Employers
Cedar Fair Entertainment Company (Internal Audit Internship position ONLY!),1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cedar Fair Entertainment Company (Internal Audit Internships ONLY!),1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cedar Fair Entertainment Company (Internal Audit internships ONLY!),1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cedar Point,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Celanese,1,21.25,1,1,1,1,0.0,1,Low-Engagement Employers
Celanese Corporation,1,21.25,1,1,1,1,0.0,1,Low-Engagement Employers
Cenovus Energy,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Centier Bank,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Century financial,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cerkl,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Champ City Markit,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Champion Pest and Termite Control,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Champion Sports Athletics,2,9.75,1,1,2,2,0.0,2,Core Relationship Employers
Champion Windows & Home Exteriors,2,15.5,2,1,1,2,0.0,1,Low-Engagement Employers
Champlin Architecture,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Chapter 41 Real Estate OwnerLand Realty,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Charity Mobile,2,15.0,2,1,1,2,0.0,1,Low-Engagement Employers
Charles L Shor Foundation,5,16.0,4,1,3,3,0.0,2,Core Relationship Employers
Chase Properties,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Chemical Bank,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cherry Bekaert,4,26.5,2,1,3,1,0.0,1,Low-Engagement Employers
Chewy,2,19.0,2,1,2,1,0.0,1,Low-Engagement Employers
Chicago Sport And Social Club,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Chick-fil-A Colerain,1,14.5,1,1,1,1,0.0,1,Low-Engagement Employers
Chick-fil-A Oakley Station,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Chick-fil-a Newport,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Chubb Insurance,2,17.5,1,1,1,2,0.0,1,Low-Engagement Employers
Chuck E. Cheese's,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
Churchill Downs,2,18.0,1,1,1,2,0.0,1,Low-Engagement Employers
Chuy's,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cigna,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cigna - Nashville,1,26.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinati Insurance,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Arts and Technology Studios,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Avionics,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Bell,21,15.380952380952381,5,1,3,3,0.0,2,Core Relationship Employers
Cincinnati Bengals,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Cares,10,12.437999999999999,5,1,3,3,0.0,2,Core Relationship Employers
Cincinnati Children's,2,19.0,2,2,2,2,0.0,2,Core Relationship Employers
Cincinnati Children's Hospital,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Children's Hospital Medical Center,32,17.56,8,2,6,4,0.0,0,Strategic High-Volume Partners
Cincinnati Childrens,2,15.75,1,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Commercial Construction,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Commercial Contracting,4,15.75,1,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Country Day School,2,23.75,2,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Cyclones,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Financial,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Flying Pig,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Gearing Systems Inc,3,14.0,1,1,1,3,0.0,2,Core Relationship Employers
Cincinnati Hillel,2,9.22,1,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Incorporated,5,19.2,4,1,4,3,0.0,2,Core Relationship Employers
Cincinnati Magazine,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Metro,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
Cincinnati Metropolitan Housing Authority,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Museum Center,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Open,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Opera,1,13.75,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati Police Department,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
Cincinnati Public Schools,3,12.0,2,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Sports Club,18,12.527777777777779,6,2,7,3,0.0,0,Strategic High-Volume Partners
Cincinnati Test Systems,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati USA Convention & Visitors Bureau,2,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cincinnati USA Convention and Visitors Bureau,2,12.0,1,1,2,2,0.0,2,Core Relationship Employers
Cincinnati Vision Partners,2,17.25,2,2,2,2,0.0,2,Core Relationship Employers
Cincy Chic,2,17.0,2,1,1,1,0.0,1,Low-Engagement Employers
CincyStateofBeing,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
CincyTech,10,15.8,6,1,4,3,0.0,2,Core Relationship Employers
Cindy Shetterly Team of Keller Williams,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cinfed Credit Union,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cintas,4,16.425,3,1,2,2,0.0,2,Core Relationship Employers
Cintas Corporation,33,18.85363636363636,9,1,6,2,0.0,0,Strategic High-Volume Partners
Cintrifuse,10,14.440000000000001,6,1,6,3,0.0,2,Core Relationship Employers
Cintrifuse - Tesouro,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Circana,2,18.5,2,2,2,1,0.0,1,Low-Engagement Employers
Cisco,2,22.415,2,1,2,1,0.0,1,Low-Engagement Employers
Citadel Self Storage,2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
Citi,1,81.47,1,1,1,1,0.0,1,Low-Engagement Employers
Citibank,1,125.0,1,1,1,1,0.0,1,Low-Engagement Employers
Citizens,2,20.59,1,1,2,1,0.0,1,Low-Engagement Employers
City Wide Facility Solutions (Cincinnati & Dayton),1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
City of Centerville,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
City of Cincinnati,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
City of Cincinnati Department of Community and Economic Development,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
City of Cincinnati Police Department,4,17.0,1,1,2,3,0.0,2,Core Relationship Employers
City of Washington Court House,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
City of Wyoming,2,13.5,1,1,1,2,0.0,1,Low-Engagement Employers
Citywide Ready Mix,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Civil Solutions,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
ClaimLinx,4,17.5,3,1,2,3,0.0,2,Core Relationship Employers
"Claritas, LLC",6,15.0,3,1,2,3,0.0,2,Core Relationship Employers
"Clark Associates, Inc",1,18.75,1,1,1,1,0.0,1,Low-Engagement Employers
Clark Schaefer Hackett,53,23.90566037735849,8,2,6,2,0.0,0,Strategic High-Volume Partners
"ClarkDietrich Building Systems, LLC",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Clay Heinley - Campus Recreation Center (University of Cincinnati),1,9.5,1,1,1,1,0.0,1,Low-Engagement Employers
Clean Harbors,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Clear Packaging,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Clear Path Counseling,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
ClearDefense Pest Control,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Clermont County Convention and Visitors Bureau,2,14.0,1,1,1,2,0.0,1,Low-Engagement Employers
Cleveland Browns,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cleveland Clinic,2,15.5,2,1,2,1,0.0,1,Low-Engagement Employers
"Cleveland Construction, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cleveland Guardians,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cleveland Kitchen,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cleveland Metroparks,2,15.0,1,1,2,1,0.0,1,Low-Engagement Employers
Cleveland Sight Center,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Clifton Larson Allen,4,23.75,2,1,3,1,0.0,1,Low-Engagement Employers
Clippard,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Clopay Building Products,2,14.0,2,1,2,1,0.0,1,Low-Engagement Employers
Clous Road Partners,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cloverleaf,7,16.285714285714285,3,1,3,3,0.0,2,Core Relationship Employers
Cloverleafme,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
CoMarket Digital,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Coastal Cloud,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Coesia,4,18.75,3,1,3,3,0.0,2,Core Relationship Employers
Cohear,1,13.75,1,1,1,1,0.0,1,Low-Engagement Employers
Cohen & Company,2,22.5,1,1,1,1,0.0,1,Low-Engagement Employers
Cohen & Company CPA LLC,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cohen Recycling,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cohen USA,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cohen and Company,1,24.0,1,1,1,1,0.0,1,Low-Engagement Employers
ColdIron Enterprises Inc,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
ColdIron Event Rentals,3,12.0,1,1,2,2,0.0,2,Core Relationship Employers
Colgate-Palmolive Company,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
College Nannies and Tutors,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
College Works Painting,2,13.335,1,1,1,2,0.0,1,Low-Engagement Employers
College of Business EEP,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
College of Engineering and Applied Sciences University of Cincinnati,3,17.0,1,1,1,3,0.0,2,Core Relationship Employers
Colliers Cincinnati,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Colliers Columbus,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Colliers Greater Cincinnati,2,14.5,2,1,2,2,0.0,2,Core Relationship Employers
Colliers International,9,13.11111111111111,4,1,3,3,0.0,2,Core Relationship Employers
Colliers International - Cincinnati,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Colliers International | Cincinnati,2,12.0,2,1,1,1,0.0,1,Low-Engagement Employers
Colliers | Cincinnati,2,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Colony Brands, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Columbia Sussex Hotel Corporation,2,17.44,1,1,2,2,0.0,2,Core Relationship Employers
ComStock Advisors,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Comcast - Central Division,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Comedy Central,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Comey & Shepherd,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Command Group,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Common Purpose US,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Commonwealth Hotels LLC,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Community First Solutions,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Complete Research Connection,2,10.625,1,1,2,2,0.0,2,Core Relationship Employers
ComptonAddy,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
Conagra Brands,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Conduent,1,14.25,1,1,1,1,0.0,1,Low-Engagement Employers
Conquer Employment,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
Conservative Financial Solutions,3,15.333333333333334,2,2,2,1,0.0,1,Low-Engagement Employers
Constellation Insurance,7,17.785714285714285,4,1,3,3,0.0,2,Core Relationship Employers
Constellation Insurance Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
ConstructConnect,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Consultant (self employed, working at CinRx)",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Contech Engineered Solutions,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"ControlTouch Systems, LLC",1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Convergence Research,18,17.0,5,2,5,3,0.0,0,Strategic High-Volume Partners
Conveyer and Caster,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cooper Tire & Rubber Company,2,19.475,2,1,2,2,0.0,2,Core Relationship Employers
CoorFab,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Copeland,11,18.0,5,1,2,3,0.0,2,Core Relationship Employers
Copeland Corporation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Copeland LP,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Copper Run Capital,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Corbus, LLC",4,14.75,2,1,2,2,0.0,2,Core Relationship Employers
Core Specialty Insurance,3,18.0,2,1,1,1,0.0,1,Low-Engagement Employers
Core5 Industrial Partners,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Core5 Industrial Partners LLC,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Corken Steel Products,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Cornerstone Broker Insurance Services Agency, Inc",2,18.0,1,1,2,2,0.0,2,Core Relationship Employers
Cornovus Capital,10,17.3,3,1,4,3,0.0,2,Core Relationship Employers
Corporation for Findlay Market,2,10.5,1,1,1,2,0.0,1,Low-Engagement Employers
Costco Wholesale,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Coterie,2,19.5,2,2,2,1,0.0,1,Low-Engagement Employers
Coterie Insurance,3,17.0,2,1,2,2,0.0,2,Core Relationship Employers
Courtenay Lambert Floral & Event Design,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Craig Capital Wealth Management, Raymond James",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crane ChemPharma & Energy,17,20.470588235294116,5,1,6,3,0.0,2,Core Relationship Employers
Crane Co,2,18.0,1,1,1,2,0.0,1,Low-Engagement Employers
Crane Pump,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crane Pumps & Systems,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
CreITive,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Credit Suisse,1,48.08,1,1,1,1,0.0,1,Low-Engagement Employers
Cremer North America,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Cristo Homes, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crooked Media,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cross border e-commerce,1,42.5,1,1,1,1,0.0,1,Low-Engagement Employers
"CrossCountry Mortgage, LLC",1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crossroads Church,2,20.0,2,1,2,2,0.0,2,Core Relationship Employers
Crossroads Community Church,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Crothall Healthcare,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"CrowdStrike, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crowe LLP,2,23.0,2,1,1,1,0.0,1,Low-Engagement Employers
Crown,1,23.5,1,1,1,1,0.0,1,Low-Engagement Employers
Crown Castle,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Crown Equipment,4,18.25,3,2,2,3,0.0,2,Core Relationship Employers
Crown Equipment Corporation,11,16.227272727272727,6,1,5,2,0.0,2,Core Relationship Employers
Crown Lift Trucks,2,18.0,2,1,1,1,0.0,1,Low-Engagement Employers
Cummin-Meritor Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cummins,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cummins Drivetrain and Braking Systems,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cummins Inc,15,24.838666666666665,7,2,5,3,0.0,0,Strategic High-Volume Partners
Cummins-Meritor,2,17.0,2,1,2,2,0.0,2,Core Relationship Employers
Curiosity Advertising,7,15.428571428571429,3,1,3,3,0.0,2,Core Relationship Employers
Curriculum Associates Inc,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cushman & Wakefield,2,13.25,1,1,1,1,0.0,1,Low-Engagement Employers
Cushman & Wakefield. Inc,2,13.0,1,1,1,2,0.0,1,Low-Engagement Employers
Custom Media KK,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Custom Pro Logistics LLC,6,13.333333333333334,3,1,2,2,0.0,2,Core Relationship Employers
Cuyahoga County,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cvent Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Cyanna Education Services,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"D&G Dealer Services, LLC",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"D.R. Horton, Inc",4,16.0,2,1,3,2,0.0,2,Core Relationship Employers
DAAP,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
DERMALA Inc,1,9.8,1,1,1,1,0.0,1,Low-Engagement Employers
DG Agency,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
DHL,2,17.5,2,1,2,2,0.0,2,Core Relationship Employers
DHL Express,5,17.6,3,1,2,2,0.0,2,Core Relationship Employers
DHL Supply Chain,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
DIRA Partners,1,62.5,1,1,1,1,0.0,1,Low-Engagement Employers
DLAK Wealth Advisors,4,15.375,1,1,2,2,0.0,2,Core Relationship Employers
DLM Communications,2,17.5,1,1,2,2,0.0,2,Core Relationship Employers
DLM Plastics,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"DMAX, Ltd",3,18.0,1,1,2,2,0.0,2,Core Relationship Employers
"DMC Insurance, Inc",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
DMG,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
DONOHOO ACCOUNTING SERVICES INC,4,23.0,1,1,2,3,0.0,2,Core Relationship Employers
"DOZ, LLC",4,24.0,1,1,3,1,0.0,1,Low-Engagement Employers
DRIVENOPTICS,2,13.0,2,1,2,2,0.0,2,Core Relationship Employers
DXC Technology,2,20.5,1,1,1,2,0.0,1,Low-Engagement Employers
Dalingerunwenhuafazhangyouxiangongshi,2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
"Dan Beard Council, Boy Scouts of America",1,4.67,1,1,1,1,0.0,1,Low-Engagement Employers
